Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
35150,,,4451,,,3.0,3.0,At Risk
35152,,,2867,,,2.0,2.0,Hibernating
35153,101.0,101.0,12931,4.0,1.0,4.0,9.0,Champions
35156,,,3350,,,2.0,2.0,Hibernating
35157,42.0,42.0,1939,4.0,1.0,1.0,6.0,Potential Loyalist
35158,,,4680,,,3.0,3.0,At Risk
35163,980.0,980.0,6696,3.0,2.0,4.0,9.0,Champions
35164,,,2167,,,1.0,1.0,Hibernating
35165,580.0,580.0,1680,3.0,2.0,1.0,6.0,Potential Loyalist
35166,428.0,428.0,3547,4.0,1.0,2.0,7.0,Loyal
35171,1039.0,1039.0,3705,3.0,3.0,2.0,8.0,Loyal
35174,1646.0,1646.0,2086,1.0,4.0,1.0,6.0,Potential Loyalist
35182,,,6401,,,4.0,4.0,At Risk
35184,1766.0,1766.0,1324,1.0,4.0,1.0,6.0,Potential Loyalist
35186,,,1737,,,1.0,1.0,Hibernating
35187,,,2784,,,2.0,2.0,Hibernating
35190,,,4209,,,3.0,3.0,At Risk
35191,,,4647,,,3.0,3.0,At Risk
35192,1068.0,1068.0,4614,2.0,3.0,3.0,8.0,Loyal
35196,,,1565,,,1.0,1.0,Hibernating
35197,369.0,369.0,1439,4.0,1.0,1.0,6.0,Potential Loyalist
35199,1165.0,1165.0,4342,2.0,3.0,3.0,8.0,Loyal
35204,,,2805,,,2.0,2.0,Hibernating
35205,1377.0,1377.0,3734,2.0,3.0,3.0,8.0,Loyal
35206,457.0,457.0,3576,4.0,1.0,2.0,7.0,Loyal
35208,,,3212,,,2.0,2.0,Hibernating
35211,67.0,67.0,3425,4.0,1.0,2.0,7.0,Loyal
35212,,,1140,,,1.0,1.0,Hibernating
35213,1252.0,1252.0,12157,2.0,3.0,4.0,9.0,Champions
35218,,,4840,,,4.0,4.0,At Risk
35219,164.0,164.0,9427,4.0,1.0,4.0,9.0,Champions
35221,,,4456,,,3.0,3.0,At Risk
35222,98.0,98.0,6314,4.0,1.0,4.0,9.0,Champions
35223,216.0,216.0,3079,4.0,1.0,2.0,7.0,Loyal
35226,,,1676,,,1.0,1.0,Hibernating
35228,2102.0,2102.0,4788,1.0,4.0,4.0,9.0,Champions
35232,1623.0,1623.0,9240,1.0,4.0,4.0,9.0,Champions
35233,,,3905,,,3.0,3.0,At Risk
35235,,,3510,,,2.0,2.0,Hibernating
35236,976.0,976.0,5198,3.0,2.0,4.0,9.0,Champions
35237,,,4879,,,4.0,4.0,At Risk
35239,,,4837,,,4.0,4.0,At Risk
35240,407.0,407.0,12491,4.0,1.0,4.0,9.0,Champions
35241,,,605,,,1.0,1.0,Hibernating
35244,,,647,,,1.0,1.0,Hibernating
35245,794.0,794.0,6340,3.0,2.0,4.0,9.0,Champions
35248,,,767,,,1.0,1.0,Hibernating
35250,1959.0,1959.0,3820,1.0,4.0,3.0,8.0,Loyal
35251,,,4050,,,3.0,3.0,At Risk
35252,,,4761,,,4.0,4.0,At Risk
35253,,,1794,,,1.0,1.0,Hibernating
35256,1748.0,1748.0,6577,1.0,4.0,4.0,9.0,Champions
35257,,,1249,,,1.0,1.0,Hibernating
35258,,,6377,,,4.0,4.0,At Risk
35259,,,3692,,,2.0,2.0,Hibernating
35262,,,4896,,,4.0,4.0,At Risk
35263,,,1141,,,1.0,1.0,Hibernating
35266,71.0,71.0,10598,4.0,1.0,4.0,9.0,Champions
35267,401.0,401.0,3064,4.0,1.0,2.0,7.0,Loyal
35269,400.0,400.0,5094,4.0,1.0,4.0,9.0,Champions
35271,1401.0,1401.0,2543,2.0,3.0,2.0,7.0,Loyal
35272,,,4089,,,3.0,3.0,At Risk
35273,,,1796,,,1.0,1.0,Hibernating
35274,64.0,64.0,7217,4.0,1.0,4.0,9.0,Champions
35275,,,4468,,,3.0,3.0,At Risk
35279,,,657,,,1.0,1.0,Hibernating
35280,1441.0,1441.0,4475,2.0,3.0,3.0,8.0,Loyal
35281,2141.0,2141.0,753,1.0,4.0,1.0,6.0,Potential Loyalist
35282,921.0,921.0,3735,3.0,2.0,3.0,8.0,Loyal
35285,491.0,491.0,14578,4.0,1.0,4.0,9.0,Champions
35286,2044.0,2044.0,7325,1.0,4.0,4.0,9.0,Champions
35287,646.0,646.0,4731,3.0,2.0,4.0,9.0,Champions
35290,,,4212,,,3.0,3.0,At Risk
35291,1039.0,1039.0,9572,3.0,3.0,4.0,10.0,Champions
35292,,,5210,,,4.0,4.0,At Risk
35293,,,4838,,,4.0,4.0,At Risk
35294,429.0,429.0,1646,4.0,1.0,1.0,6.0,Potential Loyalist
35295,,,4280,,,3.0,3.0,At Risk
35298,,,4656,,,3.0,3.0,At Risk
35299,923.0,923.0,5816,3.0,2.0,4.0,9.0,Champions
35301,856.0,856.0,4677,3.0,2.0,3.0,8.0,Loyal
35302,,,4979,,,4.0,4.0,At Risk
35303,920.0,920.0,6600,3.0,2.0,4.0,9.0,Champions
35305,887.0,887.0,3272,3.0,2.0,2.0,7.0,Loyal
35306,,,2630,,,2.0,2.0,Hibernating
35308,2079.0,2079.0,5980,1.0,4.0,4.0,9.0,Champions
35313,,,3620,,,2.0,2.0,Hibernating
35316,1380.0,1380.0,2749,2.0,3.0,2.0,7.0,Loyal
35318,,,3208,,,2.0,2.0,Hibernating
35321,772.0,772.0,4258,3.0,2.0,3.0,8.0,Loyal
35322,406.0,406.0,3065,4.0,1.0,2.0,7.0,Loyal
35323,398.0,398.0,694,4.0,1.0,1.0,6.0,Potential Loyalist
35324,1219.0,1219.0,8052,2.0,3.0,4.0,9.0,Champions
35325,,,4467,,,3.0,3.0,At Risk
35326,,,746,,,1.0,1.0,Hibernating
35327,1380.0,1380.0,5921,2.0,3.0,4.0,9.0,Champions
35331,94.0,94.0,2216,4.0,1.0,1.0,6.0,Potential Loyalist
35333,,,4529,,,3.0,3.0,At Risk
35335,,,4000,,,3.0,3.0,At Risk
35339,406.0,406.0,3769,4.0,1.0,3.0,8.0,Loyal
35340,1494.0,1494.0,5483,2.0,3.0,4.0,9.0,Champions
35342,,,4848,,,4.0,4.0,At Risk
35345,,,2527,,,2.0,2.0,Hibernating
35347,1554.0,1554.0,6238,2.0,3.0,4.0,9.0,Champions
35348,,,3484,,,2.0,2.0,Hibernating
35349,645.0,645.0,2309,3.0,2.0,1.0,6.0,Potential Loyalist
35350,,,3944,,,3.0,3.0,At Risk
35351,,,3516,,,2.0,2.0,Hibernating
35352,1436.0,1436.0,3218,2.0,3.0,2.0,7.0,Loyal
35353,,,3071,,,2.0,2.0,Hibernating
35355,2130.0,2130.0,4873,1.0,4.0,4.0,9.0,Champions
35359,1166.0,1166.0,3004,2.0,3.0,2.0,7.0,Loyal
35360,373.0,373.0,7354,4.0,1.0,4.0,9.0,Champions
35361,1626.0,1626.0,3234,1.0,4.0,2.0,7.0,Loyal
35362,,,3704,,,2.0,2.0,Hibernating
35363,979.0,979.0,2286,3.0,2.0,1.0,6.0,Potential Loyalist
35365,823.0,823.0,2122,3.0,2.0,1.0,6.0,Potential Loyalist
35367,,,4428,,,3.0,3.0,At Risk
35369,709.0,709.0,3683,3.0,2.0,2.0,7.0,Loyal
35371,554.0,554.0,4314,3.0,2.0,3.0,8.0,Loyal
35372,124.0,124.0,3538,4.0,1.0,2.0,7.0,Loyal
35375,,,6981,,,4.0,4.0,At Risk
35376,2047.0,2047.0,5965,1.0,4.0,4.0,9.0,Champions
35379,,,2968,,,2.0,2.0,Hibernating
35380,1128.0,1128.0,1730,2.0,3.0,1.0,6.0,Potential Loyalist
35381,,,1567,,,1.0,1.0,Hibernating
35382,,,1910,,,1.0,1.0,Hibernating
35383,919.0,919.0,2660,3.0,2.0,2.0,7.0,Loyal
35386,438.0,438.0,1166,4.0,1.0,1.0,6.0,Potential Loyalist
35387,,,5385,,,4.0,4.0,At Risk
35388,,,4004,,,3.0,3.0,At Risk
35390,,,1211,,,1.0,1.0,Hibernating
35392,,,4388,,,3.0,3.0,At Risk
35393,2073.0,2073.0,11207,1.0,4.0,4.0,9.0,Champions
35394,894.0,894.0,4120,3.0,2.0,3.0,8.0,Loyal
35396,2167.0,2167.0,3732,1.0,4.0,3.0,8.0,Loyal
35398,,,3450,,,2.0,2.0,Hibernating
35400,1888.0,1888.0,2164,1.0,4.0,1.0,6.0,Potential Loyalist
35401,2162.0,2162.0,1395,1.0,4.0,1.0,6.0,Potential Loyalist
35402,,,863,,,1.0,1.0,Hibernating
35404,,,2888,,,2.0,2.0,Hibernating
35405,,,9202,,,4.0,4.0,At Risk
35406,,,12717,,,4.0,4.0,At Risk
35409,,,7037,,,4.0,4.0,At Risk
35411,1592.0,1592.0,4417,1.0,4.0,3.0,8.0,Loyal
35413,,,2595,,,2.0,2.0,Hibernating
35415,2102.0,2102.0,8866,1.0,4.0,4.0,9.0,Champions
35416,954.0,954.0,4909,3.0,2.0,4.0,9.0,Champions
35418,1036.0,1036.0,3616,3.0,2.0,2.0,7.0,Loyal
35419,,,2935,,,2.0,2.0,Hibernating
35423,1801.0,1801.0,4822,1.0,4.0,4.0,9.0,Champions
35426,652.0,652.0,8870,3.0,2.0,4.0,9.0,Champions
35427,,,5178,,,4.0,4.0,At Risk
35428,,,1820,,,1.0,1.0,Hibernating
35432,,,4301,,,3.0,3.0,At Risk
35434,,,2255,,,1.0,1.0,Hibernating
35440,1256.0,1256.0,6230,2.0,3.0,4.0,9.0,Champions
35441,1065.0,1065.0,5957,2.0,3.0,4.0,9.0,Champions
35443,1316.0,1316.0,5603,2.0,3.0,4.0,9.0,Champions
35444,,,1628,,,1.0,1.0,Hibernating
35447,673.0,673.0,4521,3.0,2.0,3.0,8.0,Loyal
35448,1106.0,1106.0,4011,2.0,3.0,3.0,8.0,Loyal
35450,283.0,283.0,8963,4.0,1.0,4.0,9.0,Champions
35451,,,2615,,,2.0,2.0,Hibernating
35453,1133.0,1133.0,2658,2.0,3.0,2.0,7.0,Loyal
35454,130.0,130.0,5589,4.0,1.0,4.0,9.0,Champions
35455,134.0,134.0,6414,4.0,1.0,4.0,9.0,Champions
35456,1990.0,1990.0,1020,1.0,4.0,1.0,6.0,Potential Loyalist
35460,,,3744,,,3.0,3.0,At Risk
35462,650.0,650.0,4474,3.0,2.0,3.0,8.0,Loyal
35463,,,6298,,,4.0,4.0,At Risk
35464,955.0,955.0,1408,3.0,2.0,1.0,6.0,Potential Loyalist
35465,,,3568,,,2.0,2.0,Hibernating
35466,739.0,739.0,2325,3.0,2.0,1.0,6.0,Potential Loyalist
35469,,,3834,,,3.0,3.0,At Risk
35474,1470.0,1470.0,2914,2.0,3.0,2.0,7.0,Loyal
35475,407.0,407.0,4050,4.0,1.0,3.0,8.0,Loyal
35476,,,4466,,,3.0,3.0,At Risk
35477,975.0,975.0,7958,3.0,2.0,4.0,9.0,Champions
35478,,,4667,,,3.0,3.0,At Risk
35480,315.0,315.0,824,4.0,1.0,1.0,6.0,Potential Loyalist
35481,947.0,947.0,3411,3.0,2.0,2.0,7.0,Loyal
35482,,,5155,,,4.0,4.0,At Risk
35485,,,3032,,,2.0,2.0,Hibernating
35489,613.0,613.0,2080,3.0,2.0,1.0,6.0,Potential Loyalist
35491,,,3418,,,2.0,2.0,Hibernating
35494,2139.0,2139.0,2691,1.0,4.0,2.0,7.0,Loyal
35499,,,7631,,,4.0,4.0,At Risk
35501,,,4598,,,3.0,3.0,At Risk
35505,,,3040,,,2.0,2.0,Hibernating
35506,,,7360,,,4.0,4.0,At Risk
35507,,,4973,,,4.0,4.0,At Risk
35512,1619.0,1619.0,9793,1.0,4.0,4.0,9.0,Champions
35513,1494.0,1494.0,4915,2.0,3.0,4.0,9.0,Champions
35514,1838.0,1838.0,3450,1.0,4.0,2.0,7.0,Loyal
35518,,,1800,,,1.0,1.0,Hibernating
35519,802.0,802.0,7134,3.0,2.0,4.0,9.0,Champions
35520,101.0,101.0,1692,4.0,1.0,1.0,6.0,Potential Loyalist
35521,,,4086,,,3.0,3.0,At Risk
35522,1985.0,1985.0,4540,1.0,4.0,3.0,8.0,Loyal
35523,,,5579,,,4.0,4.0,At Risk
35524,1194.0,1194.0,4621,2.0,3.0,3.0,8.0,Loyal
35525,,,4228,,,3.0,3.0,At Risk
35528,,,2857,,,2.0,2.0,Hibernating
35529,,,4663,,,3.0,3.0,At Risk
35530,,,3496,,,2.0,2.0,Hibernating
35531,,,950,,,1.0,1.0,Hibernating
35534,1746.0,1746.0,5602,1.0,4.0,4.0,9.0,Champions
35536,524.0,524.0,4492,3.0,2.0,3.0,8.0,Loyal
35537,1626.0,1626.0,1749,1.0,4.0,1.0,6.0,Potential Loyalist
35539,,,4422,,,3.0,3.0,At Risk
35542,,,2697,,,2.0,2.0,Hibernating
35544,6.0,6.0,1486,4.0,1.0,1.0,6.0,Potential Loyalist
35545,,,4561,,,3.0,3.0,At Risk
35547,247.0,247.0,4614,4.0,1.0,3.0,8.0,Loyal
35550,1563.0,1563.0,1069,2.0,3.0,1.0,6.0,Potential Loyalist
35551,194.0,194.0,6130,4.0,1.0,4.0,9.0,Champions
35555,,,673,,,1.0,1.0,Hibernating
35559,,,1803,,,1.0,1.0,Hibernating
35560,,,2992,,,2.0,2.0,Hibernating
35562,,,4419,,,3.0,3.0,At Risk
35566,1893.0,1893.0,1674,1.0,4.0,1.0,6.0,Potential Loyalist
35568,584.0,584.0,1507,3.0,2.0,1.0,6.0,Potential Loyalist
35570,1342.0,1342.0,3728,2.0,3.0,3.0,8.0,Loyal
35572,,,1597,,,1.0,1.0,Hibernating
35573,1097.0,1097.0,1203,2.0,3.0,1.0,6.0,Potential Loyalist
35574,590.0,590.0,6127,3.0,2.0,4.0,9.0,Champions
35578,1229.0,1229.0,7540,2.0,3.0,4.0,9.0,Champions
35580,1653.0,1653.0,1684,1.0,4.0,1.0,6.0,Potential Loyalist
35583,524.0,524.0,5946,3.0,2.0,4.0,9.0,Champions
35584,,,3567,,,2.0,2.0,Hibernating
35585,,,3390,,,2.0,2.0,Hibernating
35588,1016.0,1016.0,14271,3.0,2.0,4.0,9.0,Champions
35591,2076.0,2076.0,2191,1.0,4.0,1.0,6.0,Potential Loyalist
35592,,,699,,,1.0,1.0,Hibernating
35593,1340.0,1340.0,3974,2.0,3.0,3.0,8.0,Loyal
35594,,,3611,,,2.0,2.0,Hibernating
35597,,,4268,,,3.0,3.0,At Risk
35598,,,4368,,,3.0,3.0,At Risk
35599,1621.0,1621.0,1955,1.0,4.0,1.0,6.0,Potential Loyalist
35607,,,3550,,,2.0,2.0,Hibernating
35609,1619.0,1619.0,4679,1.0,4.0,3.0,8.0,Loyal
35611,,,3596,,,2.0,2.0,Hibernating
35615,,,9361,,,4.0,4.0,At Risk
35616,,,3606,,,2.0,2.0,Hibernating
35617,522.0,522.0,7665,3.0,2.0,4.0,9.0,Champions
35618,1678.0,1678.0,3900,1.0,4.0,3.0,8.0,Loyal
35619,,,1618,,,1.0,1.0,Hibernating
35620,1376.0,1376.0,6355,2.0,3.0,4.0,9.0,Champions
35621,914.0,914.0,1783,3.0,2.0,1.0,6.0,Potential Loyalist
35622,226.0,226.0,6091,4.0,1.0,4.0,9.0,Champions
35623,1411.0,1411.0,9127,2.0,3.0,4.0,9.0,Champions
35625,249.0,249.0,3607,4.0,1.0,2.0,7.0,Loyal
35626,,,3780,,,3.0,3.0,At Risk
35628,1861.0,1861.0,4468,1.0,4.0,3.0,8.0,Loyal
35632,1927.0,1927.0,5948,1.0,4.0,4.0,9.0,Champions
35633,,,8329,,,4.0,4.0,At Risk
35634,,,4864,,,4.0,4.0,At Risk
35635,1557.0,1557.0,7499,2.0,3.0,4.0,9.0,Champions
35639,,,2982,,,2.0,2.0,Hibernating
35640,,,7255,,,4.0,4.0,At Risk
35642,1766.0,1766.0,4500,1.0,4.0,3.0,8.0,Loyal
35645,614.0,614.0,12573,3.0,2.0,4.0,9.0,Champions
35647,,,7470,,,4.0,4.0,At Risk
35648,,,4164,,,3.0,3.0,At Risk
35649,,,1548,,,1.0,1.0,Hibernating
35650,,,6183,,,4.0,4.0,At Risk
35651,1106.0,1106.0,3417,2.0,3.0,2.0,7.0,Loyal
35653,36.0,36.0,6431,4.0,1.0,4.0,9.0,Champions
35655,1863.0,1863.0,2727,1.0,4.0,2.0,7.0,Loyal
35656,,,4638,,,3.0,3.0,At Risk
35657,1168.0,1168.0,4618,2.0,3.0,3.0,8.0,Loyal
35659,,,3177,,,2.0,2.0,Hibernating
35660,,,3134,,,2.0,2.0,Hibernating
35663,1104.0,1104.0,4252,2.0,3.0,3.0,8.0,Loyal
35664,618.0,618.0,2264,3.0,2.0,1.0,6.0,Potential Loyalist
35665,556.0,556.0,598,3.0,2.0,1.0,6.0,Potential Loyalist
35666,,,4739,,,4.0,4.0,At Risk
35667,,,3977,,,3.0,3.0,At Risk
35668,,,4270,,,3.0,3.0,At Risk
35669,,,2108,,,1.0,1.0,Hibernating
35670,130.0,130.0,6099,4.0,1.0,4.0,9.0,Champions
35673,1316.0,1316.0,9308,2.0,3.0,4.0,9.0,Champions
35676,,,4191,,,3.0,3.0,At Risk
35679,132.0,132.0,3526,4.0,1.0,2.0,7.0,Loyal
35680,,,10002,,,4.0,4.0,At Risk
35682,,,788,,,1.0,1.0,Hibernating
35687,769.0,769.0,1454,3.0,2.0,1.0,6.0,Potential Loyalist
35688,765.0,765.0,10414,3.0,2.0,4.0,9.0,Champions
35689,,,1745,,,1.0,1.0,Hibernating
35691,649.0,649.0,1165,3.0,2.0,1.0,6.0,Potential Loyalist
35692,2164.0,2164.0,6628,1.0,4.0,4.0,9.0,Champions
35695,,,5197,,,4.0,4.0,At Risk
35697,794.0,794.0,1123,3.0,2.0,1.0,6.0,Potential Loyalist
35698,,,3414,,,2.0,2.0,Hibernating
35700,1712.0,1712.0,4403,1.0,4.0,3.0,8.0,Loyal
35701,553.0,553.0,5000,3.0,2.0,4.0,9.0,Champions
35703,670.0,670.0,1612,3.0,2.0,1.0,6.0,Potential Loyalist
35707,,,4286,,,3.0,3.0,At Risk
35710,,,3056,,,2.0,2.0,Hibernating
35712,1469.0,1469.0,4547,2.0,3.0,3.0,8.0,Loyal
35714,1553.0,1553.0,4201,2.0,3.0,3.0,8.0,Loyal
35715,2102.0,2102.0,6193,1.0,4.0,4.0,9.0,Champions
35716,,,3509,,,2.0,2.0,Hibernating
35718,218.0,218.0,5606,4.0,1.0,4.0,9.0,Champions
35720,1588.0,1588.0,3138,1.0,4.0,2.0,7.0,Loyal
35721,,,4904,,,4.0,4.0,At Risk
35723,,,2642,,,2.0,2.0,Hibernating
35726,1287.0,1287.0,7619,2.0,3.0,4.0,9.0,Champions
35729,1191.0,1191.0,3761,2.0,3.0,3.0,8.0,Loyal
35730,,,2670,,,2.0,2.0,Hibernating
35732,307.0,307.0,2979,4.0,1.0,2.0,7.0,Loyal
35733,,,11426,,,4.0,4.0,At Risk
35734,,,1285,,,1.0,1.0,Hibernating
35735,,,7031,,,4.0,4.0,At Risk
35737,460.0,460.0,4946,4.0,1.0,4.0,9.0,Champions
35739,1128.0,1128.0,4030,2.0,3.0,3.0,8.0,Loyal
35741,,,698,,,1.0,1.0,Hibernating
35744,,,4639,,,3.0,3.0,At Risk
35746,1284.0,1284.0,3771,2.0,3.0,3.0,8.0,Loyal
35747,527.0,527.0,6024,3.0,2.0,4.0,9.0,Champions
35749,,,5615,,,4.0,4.0,At Risk
35751,,,3463,,,2.0,2.0,Hibernating
35752,1897.0,1897.0,8168,1.0,4.0,4.0,9.0,Champions
35753,,,3578,,,2.0,2.0,Hibernating
35754,1652.0,1652.0,9315,1.0,4.0,4.0,9.0,Champions
35755,1776.0,1776.0,5407,1.0,4.0,4.0,9.0,Champions
35756,223.0,223.0,6414,4.0,1.0,4.0,9.0,Champions
35759,2134.0,2134.0,7997,1.0,4.0,4.0,9.0,Champions
35762,1097.0,1097.0,4097,2.0,3.0,3.0,8.0,Loyal
35763,2134.0,2134.0,3499,1.0,4.0,2.0,7.0,Loyal
35764,618.0,618.0,10541,3.0,2.0,4.0,9.0,Champions
35767,,,1250,,,1.0,1.0,Hibernating
35768,1686.0,1686.0,9098,1.0,4.0,4.0,9.0,Champions
35769,,,3538,,,2.0,2.0,Hibernating
35770,1499.0,1499.0,1313,2.0,3.0,1.0,6.0,Potential Loyalist
35779,,,4367,,,3.0,3.0,At Risk
35780,2131.0,2131.0,7529,1.0,4.0,4.0,9.0,Champions
35781,,,5193,,,4.0,4.0,At Risk
35784,650.0,650.0,1112,3.0,2.0,1.0,6.0,Potential Loyalist
35785,,,1916,,,1.0,1.0,Hibernating
35787,1585.0,1585.0,13387,2.0,3.0,4.0,9.0,Champions
35788,,,4026,,,3.0,3.0,At Risk
35789,3.0,3.0,6000,4.0,1.0,4.0,9.0,Champions
35790,,,3115,,,2.0,2.0,Hibernating
35795,215.0,215.0,1147,4.0,1.0,1.0,6.0,Potential Loyalist
35796,,,4655,,,3.0,3.0,At Risk
35798,,,3183,,,2.0,2.0,Hibernating
35799,1223.0,1223.0,3976,2.0,3.0,3.0,8.0,Loyal
35800,,,3850,,,3.0,3.0,At Risk
35801,,,5975,,,4.0,4.0,At Risk
35803,530.0,530.0,2776,3.0,2.0,2.0,7.0,Loyal
35804,,,4290,,,3.0,3.0,At Risk
35805,102.0,102.0,10425,4.0,1.0,4.0,9.0,Champions
35807,,,2307,,,1.0,1.0,Hibernating
35808,1560.0,1560.0,1588,2.0,3.0,1.0,6.0,Potential Loyalist
35810,1045.0,1045.0,7321,2.0,3.0,4.0,9.0,Champions
35811,337.0,337.0,5000,4.0,1.0,4.0,9.0,Champions
35812,,,2331,,,1.0,1.0,Hibernating
35813,1555.0,1555.0,7953,2.0,3.0,4.0,9.0,Champions
35816,,,2596,,,2.0,2.0,Hibernating
35818,255.0,255.0,5430,4.0,1.0,4.0,9.0,Champions
35819,1068.0,1068.0,3055,2.0,3.0,2.0,7.0,Loyal
35822,32.0,32.0,4350,4.0,1.0,3.0,8.0,Loyal
35824,184.0,184.0,2497,4.0,1.0,2.0,7.0,Loyal
35825,,,4599,,,3.0,3.0,At Risk
35829,,,3457,,,2.0,2.0,Hibernating
35832,1106.0,1106.0,8112,2.0,3.0,4.0,9.0,Champions
35834,39.0,39.0,3497,4.0,1.0,2.0,7.0,Loyal
35835,,,3103,,,2.0,2.0,Hibernating
35836,,,1613,,,1.0,1.0,Hibernating
35841,1410.0,1410.0,4369,2.0,3.0,3.0,8.0,Loyal
35843,704.0,704.0,8034,3.0,2.0,4.0,9.0,Champions
35847,2044.0,2044.0,2515,1.0,4.0,2.0,7.0,Loyal
35848,1775.0,1775.0,3401,1.0,4.0,2.0,7.0,Loyal
35857,305.0,305.0,3097,4.0,1.0,2.0,7.0,Loyal
35860,,,2870,,,2.0,2.0,Hibernating
35862,,,3611,,,2.0,2.0,Hibernating
35863,978.0,978.0,6063,3.0,2.0,4.0,9.0,Champions
35866,,,752,,,1.0,1.0,Hibernating
35867,,,4484,,,3.0,3.0,At Risk
35868,2079.0,2079.0,1904,1.0,4.0,1.0,6.0,Potential Loyalist
35869,,,4652,,,3.0,3.0,At Risk
35873,223.0,223.0,11803,4.0,1.0,4.0,9.0,Champions
35875,946.0,946.0,2130,3.0,2.0,1.0,6.0,Potential Loyalist
35877,,,4438,,,3.0,3.0,At Risk
35879,,,4417,,,3.0,3.0,At Risk
35880,,,3649,,,2.0,2.0,Hibernating
35881,,,5542,,,4.0,4.0,At Risk
35883,1982.0,1982.0,2362,1.0,4.0,2.0,7.0,Loyal
35886,,,2348,,,2.0,2.0,Hibernating
35887,1951.0,1951.0,1211,1.0,4.0,1.0,6.0,Potential Loyalist
35889,,,6162,,,4.0,4.0,At Risk
35890,,,4891,,,4.0,4.0,At Risk
35891,1709.0,1709.0,6279,1.0,4.0,4.0,9.0,Champions
35892,,,1719,,,1.0,1.0,Hibernating
35893,1988.0,1988.0,3623,1.0,4.0,2.0,7.0,Loyal
35897,822.0,822.0,2855,3.0,2.0,2.0,7.0,Loyal
35898,,,5239,,,4.0,4.0,At Risk
35899,582.0,582.0,6410,3.0,2.0,4.0,9.0,Champions
35900,1654.0,1654.0,2055,1.0,4.0,1.0,6.0,Potential Loyalist
35901,,,2651,,,2.0,2.0,Hibernating
35903,281.0,281.0,5729,4.0,1.0,4.0,9.0,Champions
35905,1988.0,1988.0,4957,1.0,4.0,4.0,9.0,Champions
35906,895.0,895.0,4295,3.0,2.0,3.0,8.0,Loyal
35908,,,4710,,,4.0,4.0,At Risk
35909,2103.0,2103.0,8117,1.0,4.0,4.0,9.0,Champions
35910,1653.0,1653.0,4309,1.0,4.0,3.0,8.0,Loyal
35911,,,1624,,,1.0,1.0,Hibernating
35913,1707.0,1707.0,4884,1.0,4.0,4.0,9.0,Champions
35914,396.0,396.0,6211,4.0,1.0,4.0,9.0,Champions
35915,1800.0,1800.0,4449,1.0,4.0,3.0,8.0,Loyal
35917,97.0,97.0,3630,4.0,1.0,2.0,7.0,Loyal
35918,,,1268,,,1.0,1.0,Hibernating
35919,,,4734,,,4.0,4.0,At Risk
35921,67.0,67.0,2616,4.0,1.0,2.0,7.0,Loyal
35922,1898.0,1898.0,3674,1.0,4.0,2.0,7.0,Loyal
35923,,,1203,,,1.0,1.0,Hibernating
35925,884.0,884.0,1629,3.0,2.0,1.0,6.0,Potential Loyalist
35929,,,1480,,,1.0,1.0,Hibernating
35931,1527.0,1527.0,1158,2.0,3.0,1.0,6.0,Potential Loyalist
35932,,,4204,,,3.0,3.0,At Risk
35933,1951.0,1951.0,4277,1.0,4.0,3.0,8.0,Loyal
35934,,,2527,,,2.0,2.0,Hibernating
35935,1101.0,1101.0,5545,2.0,3.0,4.0,9.0,Champions
35936,,,4665,,,3.0,3.0,At Risk
35937,2044.0,2044.0,6670,1.0,4.0,4.0,9.0,Champions
35941,1918.0,1918.0,4652,1.0,4.0,3.0,8.0,Loyal
35942,1987.0,1987.0,4530,1.0,4.0,3.0,8.0,Loyal
35943,,,3014,,,2.0,2.0,Hibernating
35944,,,3549,,,2.0,2.0,Hibernating
35947,,,1668,,,1.0,1.0,Hibernating
35948,1563.0,1563.0,4623,2.0,3.0,3.0,8.0,Loyal
35949,,,8730,,,4.0,4.0,At Risk
35950,1925.0,1925.0,3717,1.0,4.0,3.0,8.0,Loyal
35955,,,6676,,,4.0,4.0,At Risk
35956,,,2227,,,1.0,1.0,Hibernating
35957,,,4724,,,4.0,4.0,At Risk
35959,1625.0,1625.0,1730,1.0,4.0,1.0,6.0,Potential Loyalist
35960,41.0,41.0,3850,4.0,1.0,3.0,8.0,Loyal
35963,,,4602,,,3.0,3.0,At Risk
35964,1765.0,1765.0,7934,1.0,4.0,4.0,9.0,Champions
35965,765.0,765.0,4676,3.0,2.0,3.0,8.0,Loyal
35966,1096.0,1096.0,2726,2.0,3.0,2.0,7.0,Loyal
35967,,,2942,,,2.0,2.0,Hibernating
35968,2141.0,2141.0,1276,1.0,4.0,1.0,6.0,Potential Loyalist
35969,1554.0,1554.0,4673,2.0,3.0,3.0,8.0,Loyal
35970,1646.0,1646.0,3434,1.0,4.0,2.0,7.0,Loyal
35971,458.0,458.0,1535,4.0,1.0,1.0,6.0,Potential Loyalist
35972,,,4387,,,3.0,3.0,At Risk
35974,,,3101,,,2.0,2.0,Hibernating
35975,,,1842,,,1.0,1.0,Hibernating
35976,673.0,673.0,8385,3.0,2.0,4.0,9.0,Champions
35977,888.0,888.0,7511,3.0,2.0,4.0,9.0,Champions
35978,,,2964,,,2.0,2.0,Hibernating
35979,,,3065,,,2.0,2.0,Hibernating
35980,,,4398,,,3.0,3.0,At Risk
35983,1040.0,1040.0,995,2.0,3.0,1.0,6.0,Potential Loyalist
35984,,,2320,,,1.0,1.0,Hibernating
